x,y
18996,59942
19506,63413
19294,57629
19154,62093
18934,63661
20737,61019
20490,62450
18960,62751
22403,62224
20378,62549
18929,59621
20252,61749
19309,61793
16591,60560
19015,62840
17643,60949
18426,62525
20294,61802
20151,62252
18502,63614
18015,60258
19545,60834
21792,62240
19942,59731
20535,59462
20768,63354
18347,59545
19276,62396
18781,60559
20515,61410
19925,58496
21944,60190
21072,63597
19964,60809
20709,63801
18101,59879
20971,58909
22489,59259
18892,60475
22071,61236
20481,60914
20438,59851
19803,60968
20257,61196
19242,61797
18406,58116
20868,59488
17152,59537
19680,62580
19930,60962
20911,63782
18513,61092
21616,62776
21783,61970
20687,60667
18989,60037
19871,62312
17818,62484
20526,61492
20561,61164
21231,59423
18961,60872
20211,60986
21615,61597
19972,62712
19606,62894
19063,62295
20217,63442
19143,53284
17326,51720
16296,54087
16286,54449
20417,56568
16111,53619
15846,56000
19105,52235
19655,54785
16638,53423
16223,56656
16166,53836
16738,54689
17753,52609
18846,53892
15101,50950
16371,54091
19680,54296
17314,54956
19294,52649
20358,53540
18491,57638
17300,51911
13909,53337
16250,56716
16803,53706
17777,51711
17494,56321
17023,52554
18480,54137
17989,54877
14909,52137
16271,55503
15579,54275
17775,55776
17573,56376
14562,54344
16017,52583
17725,53549
17782,57990
18273,55960
16798,54135
16402,54427
17604,57415
15159,52909
17093,56620
14665,53393
16840,56442
15944,52902
15383,53914
19752,54971
17200,52488
16393,55068
17783,51416
15985,51728
16315,54450
16104,56565
17658,52827
16905,55169
18617,55656
16219,53637
17610,58180
17395,54596
17136,53618
16675,50940
19876,54521
18453,56324
17211,52619
20832,53051
17426,55344
18261,53072
16398,54369
18211,53160
16394,57589
20680,56180
16527,53323
17108,54515
15165,54667
16265,53570
16364,55389
16595,52653
14197,54364
16746,55228
14365,55602
17741,55439
14590,55330
15981,55498
17050,55534
17805,55269
19018,53560
14927,54599
17892,53512
15779,56775
16612,53816
18536,55169
16108,54076
14127,53882
18780,55399
17650,54611
16732,52426
17318,55292
18541,55919
16938,55514
15396,53105
17508,55488
17431,54420
16714,55948
17403,56861
18068,54386
14683,54085
17898,55100
17206,53687
17583,57472
17075,54403
16780,53847
15915,55154
19939,54424
14995,55889
16928,56318
16097,56428
15133,52003
15860,57599
18488,56212
17423,55459
16507,54347
17751,53859
16898,54827
16932,55866
19892,54860
16278,52466
16719,55585
17800,53918
18378,56011
13907,54576
17044,55877
15476,55040
17358,55280
18717,52598
17547,55041
17304,54119
19798,52845
16116,54683
14980,53904
16067,56094
16546,54778
16137,57399
17141,54202
17786,55157
16714,51438
14737,55071
11897,49856
8604,49746
10766,51585
12389,49818
8766,51369
11798,53052
10834,51147
9549,50996
10321,50691
10565,51704
11845,51491
11060,50234
10171,48859
10919,50525
11480,50604
12475,49220
7385,51656
11437,51406
10670,49260
8654,50049
9927,51309
11022,50515
10633,50511
11096,50971
8723,52304
12851,51373
11786,51096
11239,52647
9454,51165
8982,51774
12236,51043
9741,50089
11398,47759
9862,53085
12114,49993
9243,53664
11639,50146
9706,48399
10229,53155
10935,51458
11745,50495
13063,51433
11225,51892
10680,51164
11263,48928
8633,49581
12697,52216
9171,50386
8066,52133
10401,53090
12416,51460
10794,50115
10580,51553
11365,50973
9763,50495
9416,50770
7934,48544
10806,48952
10904,51342
9657,52423
12791,50426
8842,50261
11640,50257
11450,52510
10480,51773
11020,49726
8705,49365
8276,48524
10859,51248
6798,51275
9359,51444
8524,52422
8506,50665
7906,50299
9247,50471
11773,50161
8730,51510
8422,52679
13020,50329
10991,48211
11536,49673
11062,50068
10653,51048
8444,50174
11876,50023
11611,48473
9327,52012
10749,51406
10026,52647
10579,49821
13981,49623
10579,50729
9390,51106
12594,52133
9198,50826
11435,50996
12436,48816
9815,51501
11037,50777
8869,51886
9744,50911
10333,50182
10622,52334
7739,49873
12376,48666
12199,50485
13144,49604
8524,50708
11095,51738
9592,50262
10879,49512
11130,49369
10337,49890
9895,50510
9703,51958
7720,51431
9481,49546
7484,52113
8583,49768
6951,51758
10191,49243
11820,50017
7445,50769
10764,52080
10444,50923
9616,52793
13482,49941
11149,51188
11076,53717
11109,49944
10704,51371
9443,52075
8868,52990
10757,51325
11396,53232
10048,52277
10606,53363
9657,50553
10058,49889
9324,49714
9816,55272
11888,48809
9837,50011
11269,48664
9836,52030
10577,51583
6885,51244
11023,49802
10839,50455
10013,50471
3364,56093
5522,54143
4557,54902
4140,54842
4927,52701
5607,54784
4864,55680
5617,55660
5366,53856
6727,54732
2968,54214
5388,53392
7034,50514
4207,53376
3110,55381
3991,55631
3589,53393
1756,54502
6577,53657
6675,54728
5984,55785
3520,55818
3375,53677
6947,52316
2677,54186
3465,54037
4750,55207
4977,51710
2847,54305
5988,53574
4362,53432
5003,52684
4715,54506
4759,57743
5027,55655
7431,50756
3849,54348
2248,53985
5088,52898
2916,54180
4382,53067
3581,58080
2707,55155
4962,56531
2326,53879
4410,54098
2875,55177
5539,55039
2796,57052
7335,54395
5489,52708
4492,56754
2056,56061
6689,53870
5902,53527
5359,54762
7002,54536
6570,55309
5909,54502
4118,53600
4081,56221
3662,53763
4418,56325
4995,57057
7625,54059
5729,53643
5509,54479
2512,53861
5781,54701
3499,55206
4780,56332
6726,55910
4567,55033
3933,54316
4329,53012
6046,55497
5418,54124
5759,55028
5970,54618
5664,54114
6835,55281
5026,55207
4332,56121
6236,54262
4946,55080
4356,55423
5755,53627
4231,53432
4453,53923
5516,56043
5268,56645
4567,55451
3441,55616
4911,53538
6503,53356
3746,53927
4245,55965
4413,54165
4159,54035
4115,53150
6251,55245
5389,54870
6666,54030
2575,54211
4749,55593
2996,55489
3594,53609
5764,53896
5192,52602
0,54499
7700,54988
5770,53331
4235,54556
4731,54238
4877,55291
4023,57278
3874,55784
5255,52393
6228,55206
5618,54536
2659,55959
4084,54843
4524,56226
4061,54024
3597,52748
6267,57098
3944,55580
2596,56386
6210,54578
4785,54895
5536,54428
5945,52615
4028,55483
4222,57392
5088,53006
5378,55302
6635,57985
6044,55199
3305,55031
5133,53898
4636,57162
5065,57069
4260,54579
4761,54969
4711,53314
6752,54903
6702,54483
4405,54784
7579,54208
3600,53791
10256,60907
8676,57719
9383,61340
10156,60841
8627,63762
12376,62842
12048,59831
10279,57681
11465,61289
9589,60754
8002,60609
10364,61512
12948,60162
12277,61976
8576,60303
12546,60499
7951,59432
9986,60034
10939,58346
9893,59586
12095,64166
6646,63005
11091,61195
10950,57600
10930,60322
11468,61950
8554,60761
10663,59125
9431,62300
9966,59064
6693,60430
12090,59869
10936,61184
12124,60279
11187,58843
8710,58937
10102,60364
10616,60683
11579,58617
8521,59545
12110,59455
9117,60001
14665,60436
8431,61105
11971,59851
12613,59379
10372,57097
11306,60035
10198,58488
11721,61075
10690,61867
11511,62215
8638,60548
9347,61512
8446,60600
10530,56564
10726,60737
10334,60937
11226,57861
10802,56031
12622,58547
10938,62519
11210,58343
13252,62021
12559,59819
8908,59029
12930,62857
10570,63000
8778,63637
13836,60414
8240,60831
10210,58723
12347,61746
10963,57947
10824,61369
9766,58973
9432,61396
11631,59714
10722,61544
11103,60003
12424,58655
11681,59832
13039,61888
9932,59316
11412,64537
10853,62937
9972,60044
11616,60575
10434,61086
10993,59910
9534,61767
12150,59180
9933,59269
13206,62465
7821,61712
10844,63287
13096,62112
12171,61128
13063,59700
10031,61025
12335,58115
11878,60429
10390,61299
10336,60916
8238,58683
13779,60968
13348,60275
11955,59006
8673,62255
12822,62138
8471,61739
9954,60705
11436,59452
12430,62195
10457,61257
9639,62038
11068,58255
9730,63026
9817,60728
8339,61080
10669,61473
10438,63245
9520,60139
8957,61191
11134,60627
12965,61972
9210,59309
9829,61696
10746,62172
10595,61783
8280,57997
7644,61816
11776,61448
13598,63186
9058,60416
10200,62166
10536,62434
11719,61142
9996,61355
11775,61142
9033,63414
9287,62954
9049,59370
10457,58942
9647,59886
8754,61242
11165,59822
8828,59102
8879,59244
10002,61399
